label	query	variantType	route	data	source
"AY.1"	"pangolin_lineage=AY.1"	"Variant of Concern"	{"pango":"AY.1","loc":[],"selected":"PER"}	[]	
"B.1.1.7"	"pangolin_lineage=B.1.1.7"	"Variant of Concern"	{"pango":"B.1.1.7","loc":[],"selected":"PER"}	[{"date":"2020-12-31","total_count":6,"lineage_count":1,"total_count_rolling":6,"lineage_count_rolling":1,"proportion":0.16666666666666666,"proportion_ci_lower":0.018620127119442182,"proportion_ci_upper":0.5580567736092482,"dateTime":"2020-12-30T13:00:00.000Z"},{"date":"2021-01-01","total_count":22,"lineage_count":0,"total_count_rolling":14,"lineage_count_rolling":0.5,"proportion":0.03571428571428571,"proportion_ci_lower":0.00003445267180200587,"proportion_ci_upper":0.16155330451419395,"dateTime":"2020-12-31T13:00:00.000Z"},{"date":"2021-01-02","total_count":4,"lineage_count":0,"total_count_rolling":10.666666666666666,"lineage_count_rolling":0.3333333333333333,"proportion":0.03125,"proportion_ci_lower":0.00004363579814218975,"proportion_ci_upper":0.19999456902620805,"dateTime":"2021-01-01T13:00:00.000Z"},{"date":"2021-01-03","total_count":6,"lineage_count":0,"total_count_rolling":9.5,"lineage_count_rolling":0.25,"proportion":0.02631578947368421,"proportion_ci_lower":0.00004789043315758197,"proportion_ci_upper":0.21719626750921056,"dateTime":"2021-01-02T13:00:00.000Z"},{"date":"2021-01-04","total_count":4,"lineage_count":0,"total_count_rolling":8.4,"lineage_count_rolling":0.2,"proportion":0.023809523809523808,"proportion_ci_lower":0.00005949030289440227,"proportion_ci_upper":0.26221724871718577,"dateTime":"2021-01-03T13:00:00.000Z"},{"date":"2021-01-05","total_count":7,"lineage_count":0,"total_count_rolling":8.166666666666666,"lineage_count_rolling":0.16666666666666666,"proportion":0.020408163265306124,"proportion_ci_lower":0.00005949030289440227,"proportion_ci_upper":0.26221724871718577,"dateTime":"2021-01-04T13:00:00.000Z"},{"date":"2021-01-06","total_count":2,"lineage_count":0,"total_count_rolling":7.285714285714286,"lineage_count_rolling":0.14285714285714285,"proportion":0.0196078431372549,"proportion_ci_lower":0.00006768646424383031,"proportion_ci_upper":0.29243617366230995,"dateTime":"2021-01-05T13:00:00.000Z"},{"date":"2021-01-07","total_count":4,"lineage_count":0,"total_count_rolling":7,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00006768646424383031,"proportion_ci_upper":0.29243617366230995,"dateTime":"2021-01-06T13:00:00.000Z"},{"date":"2021-01-08","total_count":5,"lineage_count":0,"total_count_rolling":4.571428571428571,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000934206000395449,"proportion_ci_upper":0.37937714229903935,"dateTime":"2021-01-07T13:00:00.000Z"},{"date":"2021-01-09","total_count":1,"lineage_count":0,"total_count_rolling":4.142857142857143,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.000115332788238275,"proportion_ci_upper":0.4447626176576397,"dateTime":"2021-01-08T13:00:00.000Z"},{"date":"2021-01-11","total_count":4,"lineage_count":0,"total_count_rolling":3.8333333333333335,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.000115332788238275,"proportion_ci_upper":0.4447626176576397,"dateTime":"2021-01-10T13:00:00.000Z"},{"date":"2021-01-12","total_count":9,"lineage_count":2,"total_count_rolling":4.166666666666667,"lineage_count_rolling":0.3333333333333333,"proportion":0.07999999999999999,"proportion_ci_lower":0.000115332788238275,"proportion_ci_upper":0.4447626176576397,"dateTime":"2021-01-11T13:00:00.000Z"},{"date":"2021-01-13","total_count":2,"lineage_count":0,"total_count_rolling":4.166666666666667,"lineage_count_rolling":0.3333333333333333,"proportion":0.07999999999999999,"proportion_ci_lower":0.000115332788238275,"proportion_ci_upper":0.4447626176576397,"dateTime":"2021-01-12T13:00:00.000Z"},{"date":"2021-01-14","total_count":1,"lineage_count":0,"total_count_rolling":3.6666666666666665,"lineage_count_rolling":0.3333333333333333,"proportion":0.09090909090909091,"proportion_ci_lower":0.000115332788238275,"proportion_ci_upper":0.4447626176576397,"dateTime":"2021-01-13T13:00:00.000Z"},{"date":"2021-01-15","total_count":1,"lineage_count":0,"total_count_rolling":3,"lineage_count_rolling":0.3333333333333333,"proportion":0.1111111111111111,"proportion_ci_lower":0.00015063602543656854,"proportion_ci_upper":0.5355832430429506,"dateTime":"2021-01-14T13:00:00.000Z"},{"date":"2021-01-16","total_count":14,"lineage_count":0,"total_count_rolling":5.166666666666667,"lineage_count_rolling":0.3333333333333333,"proportion":0.06451612903225806,"proportion_ci_lower":0.0000934206000395449,"proportion_ci_upper":0.37937714229903935,"dateTime":"2021-01-15T13:00:00.000Z"},{"date":"2021-01-17","total_count":26,"lineage_count":0,"total_count_rolling":8.142857142857142,"lineage_count_rolling":0.2857142857142857,"proportion":0.03508771929824561,"proportion_ci_lower":0.00005949030289440227,"proportion_ci_upper":0.26221724871718577,"dateTime":"2021-01-16T13:00:00.000Z"},{"date":"2021-01-18","total_count":33,"lineage_count":0,"total_count_rolling":12.285714285714286,"lineage_count_rolling":0.2857142857142857,"proportion":0.02325581395348837,"proportion_ci_lower":0.00004007531007659888,"proportion_ci_upper":0.18530593831248504,"dateTime":"2021-01-17T13:00:00.000Z"},{"date":"2021-01-20","total_count":2,"lineage_count":0,"total_count_rolling":12.833333333333334,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000370519332987658,"proportion_ci_upper":0.17261944528205697,"dateTime":"2021-01-19T13:00:00.000Z"},{"date":"2021-01-21","total_count":1,"lineage_count":0,"total_count_rolling":12.833333333333334,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000370519332987658,"proportion_ci_upper":0.17261944528205697,"dateTime":"2021-01-20T13:00:00.000Z"},{"date":"2021-01-22","total_count":4,"lineage_count":0,"total_count_rolling":13.333333333333334,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000370519332987658,"proportion_ci_upper":0.17261944528205697,"dateTime":"2021-01-21T13:00:00.000Z"},{"date":"2021-01-23","total_count":8,"lineage_count":0,"total_count_rolling":12.333333333333334,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00004007531007659888,"proportion_ci_upper":0.18530593831248504,"dateTime":"2021-01-22T13:00:00.000Z"},{"date":"2021-01-28","total_count":1,"lineage_count":0,"total_count_rolling":4.333333333333333,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.000115332788238275,"proportion_ci_upper":0.4447626176576397,"dateTime":"2021-01-27T13:00:00.000Z"},{"date":"2021-01-29","total_count":1,"lineage_count":0,"total_count_rolling":3.3333333333333335,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00015063602543656854,"proportion_ci_upper":0.5355832430429506,"dateTime":"2021-01-28T13:00:00.000Z"},{"date":"2021-01-30","total_count":4,"lineage_count":0,"total_count_rolling":2,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-01-29T13:00:00.000Z"},{"date":"2021-02-01","total_count":1,"lineage_count":0,"total_count_rolling":1.75,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-01-31T13:00:00.000Z"},{"date":"2021-02-02","total_count":4,"lineage_count":0,"total_count_rolling":2.2,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-02-01T13:00:00.000Z"},{"date":"2021-02-03","total_count":1,"lineage_count":0,"total_count_rolling":2,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-02-02T13:00:00.000Z"},{"date":"2021-02-05","total_count":1,"lineage_count":0,"total_count_rolling":2.2,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-02-04T13:00:00.000Z"},{"date":"2021-02-06","total_count":1,"lineage_count":0,"total_count_rolling":1.6,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-02-05T13:00:00.000Z"},{"date":"2021-02-09","total_count":1,"lineage_count":0,"total_count_rolling":1,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-02-08T13:00:00.000Z"},{"date":"2021-02-10","total_count":1,"lineage_count":0,"total_count_rolling":1,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-02-09T13:00:00.000Z"},{"date":"2021-02-13","total_count":2,"lineage_count":0,"total_count_rolling":1.3333333333333333,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-02-12T13:00:00.000Z"},{"date":"2021-02-16","total_count":2,"lineage_count":0,"total_count_rolling":1.6666666666666667,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-02-15T13:00:00.000Z"},{"date":"2021-02-17","total_count":1,"lineage_count":0,"total_count_rolling":1.6666666666666667,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-02-16T13:00:00.000Z"},{"date":"2021-02-20","total_count":1,"lineage_count":0,"total_count_rolling":1.3333333333333333,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-02-19T13:00:00.000Z"},{"date":"2021-02-22","total_count":2,"lineage_count":0,"total_count_rolling":1.5,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-02-21T13:00:00.000Z"},{"date":"2021-02-23","total_count":1,"lineage_count":0,"total_count_rolling":1.25,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-02-22T13:00:00.000Z"},{"date":"2021-02-26","total_count":1,"lineage_count":0,"total_count_rolling":1.25,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-02-25T13:00:00.000Z"},{"date":"2021-03-01","total_count":1,"lineage_count":0,"total_count_rolling":1,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-02-28T13:00:00.000Z"},{"date":"2021-03-03","total_count":1,"lineage_count":0,"total_count_rolling":1,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-03-02T13:00:00.000Z"},{"date":"2021-03-08","total_count":2,"lineage_count":0,"total_count_rolling":1.5,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-03-07T13:00:00.000Z"},{"date":"2021-03-10","total_count":1,"lineage_count":0,"total_count_rolling":1.5,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00021690847003096627,"proportion_ci_upper":0.6668217544012093,"dateTime":"2021-03-09T13:00:00.000Z"},{"date":"2021-03-11","total_count":1,"lineage_count":0,"total_count_rolling":1.3333333333333333,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-03-10T13:00:00.000Z"},{"date":"2021-03-13","total_count":1,"lineage_count":0,"total_count_rolling":1.25,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-03-12T13:00:00.000Z"},{"date":"2021-03-16","total_count":1,"lineage_count":0,"total_count_rolling":1,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-03-15T13:00:00.000Z"},{"date":"2021-03-17","total_count":1,"lineage_count":0,"total_count_rolling":1,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-03-16T13:00:00.000Z"},{"date":"2021-03-18","total_count":1,"lineage_count":0,"total_count_rolling":1,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-03-17T13:00:00.000Z"},{"date":"2021-03-29","total_count":3,"lineage_count":0,"total_count_rolling":3,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00015063602543656854,"proportion_ci_upper":0.5355832430429506,"dateTime":"2021-03-28T13:00:00.000Z"},{"date":"2021-03-30","total_count":3,"lineage_count":0,"total_count_rolling":3,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00015063602543656854,"proportion_ci_upper":0.5355832430429506,"dateTime":"2021-03-29T13:00:00.000Z"},{"date":"2021-03-31","total_count":7,"lineage_count":2,"total_count_rolling":4.333333333333333,"lineage_count_rolling":0.6666666666666666,"proportion":0.15384615384615385,"proportion_ci_lower":0.02847089508714681,"proportion_ci_upper":0.7162483204365873,"dateTime":"2021-03-30T13:00:00.000Z"},{"date":"2021-04-01","total_count":5,"lineage_count":0,"total_count_rolling":4.5,"lineage_count_rolling":0.5,"proportion":0.1111111111111111,"proportion_ci_lower":0.000115332788238275,"proportion_ci_upper":0.4447626176576397,"dateTime":"2021-03-31T13:00:00.000Z"},{"date":"2021-04-02","total_count":5,"lineage_count":0,"total_count_rolling":4.6,"lineage_count_rolling":0.4,"proportion":0.08695652173913045,"proportion_ci_lower":0.0000934206000395449,"proportion_ci_upper":0.37937714229903935,"dateTime":"2021-04-01T13:00:00.000Z"},{"date":"2021-04-03","total_count":11,"lineage_count":1,"total_count_rolling":5.666666666666667,"lineage_count_rolling":0.5,"proportion":0.08823529411764705,"proportion_ci_lower":0.0000784998483662081,"proportion_ci_upper":0.33038890915155017,"dateTime":"2021-04-02T13:00:00.000Z"},{"date":"2021-04-04","total_count":3,"lineage_count":0,"total_count_rolling":5.285714285714286,"lineage_count_rolling":0.42857142857142855,"proportion":0.08108108108108107,"proportion_ci_lower":0.0000934206000395449,"proportion_ci_upper":0.37937714229903935,"dateTime":"2021-04-03T13:00:00.000Z"},{"date":"2021-04-05","total_count":10,"lineage_count":1,"total_count_rolling":6.285714285714286,"lineage_count_rolling":0.5714285714285714,"proportion":0.09090909090909091,"proportion_ci_lower":0.018620127119442182,"proportion_ci_upper":0.5580567736092482,"dateTime":"2021-04-04T14:00:00.000Z"},{"date":"2021-04-06","total_count":17,"lineage_count":0,"total_count_rolling":8.285714285714286,"lineage_count_rolling":0.5714285714285714,"proportion":0.0689655172413793,"proportion_ci_lower":0.013838233790320764,"proportion_ci_upper":0.45371932103241464,"dateTime":"2021-04-05T14:00:00.000Z"},{"date":"2021-04-07","total_count":15,"lineage_count":1,"total_count_rolling":9.428571428571429,"lineage_count_rolling":0.42857142857142855,"proportion":0.04545454545454545,"proportion_ci_lower":0.00005306405341849297,"proportion_ci_upper":0.23761009863290297,"dateTime":"2021-04-06T14:00:00.000Z"},{"date":"2021-04-08","total_count":10,"lineage_count":0,"total_count_rolling":10.142857142857142,"lineage_count_rolling":0.42857142857142855,"proportion":0.04225352112676056,"proportion_ci_lower":0.00004789043315758197,"proportion_ci_upper":0.21719626750921056,"dateTime":"2021-04-07T14:00:00.000Z"},{"date":"2021-04-09","total_count":4,"lineage_count":0,"total_count_rolling":10,"lineage_count_rolling":0.42857142857142855,"proportion":0.04285714285714286,"proportion_ci_lower":0.00004789043315758197,"proportion_ci_upper":0.21719626750921056,"dateTime":"2021-04-08T14:00:00.000Z"},{"date":"2021-04-10","total_count":6,"lineage_count":0,"total_count_rolling":9.285714285714286,"lineage_count_rolling":0.2857142857142857,"proportion":0.030769230769230764,"proportion_ci_lower":0.00005306405341849297,"proportion_ci_upper":0.23761009863290297,"dateTime":"2021-04-09T14:00:00.000Z"},{"date":"2021-04-11","total_count":4,"lineage_count":0,"total_count_rolling":9.428571428571429,"lineage_count_rolling":0.2857142857142857,"proportion":0.0303030303030303,"proportion_ci_lower":0.00005306405341849297,"proportion_ci_upper":0.23761009863290297,"dateTime":"2021-04-10T14:00:00.000Z"},{"date":"2021-04-12","total_count":4,"lineage_count":0,"total_count_rolling":8.571428571428571,"lineage_count_rolling":0.14285714285714285,"proportion":0.016666666666666666,"proportion_ci_lower":0.00005306405341849297,"proportion_ci_upper":0.23761009863290297,"dateTime":"2021-04-11T14:00:00.000Z"},{"date":"2021-04-13","total_count":11,"lineage_count":0,"total_count_rolling":7.714285714285714,"lineage_count_rolling":0.14285714285714285,"proportion":0.018518518518518517,"proportion_ci_lower":0.00005949030289440227,"proportion_ci_upper":0.26221724871718577,"dateTime":"2021-04-12T14:00:00.000Z"},{"date":"2021-04-14","total_count":6,"lineage_count":0,"total_count_rolling":6.428571428571429,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000784998483662081,"proportion_ci_upper":0.33038890915155017,"dateTime":"2021-04-13T14:00:00.000Z"},{"date":"2021-04-15","total_count":3,"lineage_count":0,"total_count_rolling":5.428571428571429,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000934206000395449,"proportion_ci_upper":0.37937714229903935,"dateTime":"2021-04-14T14:00:00.000Z"},{"date":"2021-04-16","total_count":5,"lineage_count":0,"total_count_rolling":5.571428571428571,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000784998483662081,"proportion_ci_upper":0.33038890915155017,"dateTime":"2021-04-15T14:00:00.000Z"},{"date":"2021-04-17","total_count":7,"lineage_count":0,"total_count_rolling":5.714285714285714,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000784998483662081,"proportion_ci_upper":0.33038890915155017,"dateTime":"2021-04-16T14:00:00.000Z"},{"date":"2021-04-18","total_count":2,"lineage_count":0,"total_count_rolling":5.428571428571429,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000934206000395449,"proportion_ci_upper":0.37937714229903935,"dateTime":"2021-04-17T14:00:00.000Z"},{"date":"2021-04-19","total_count":3,"lineage_count":0,"total_count_rolling":5.285714285714286,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.0000934206000395449,"proportion_ci_upper":0.37937714229903935,"dateTime":"2021-04-18T14:00:00.000Z"},{"date":"2021-04-28","total_count":19,"lineage_count":0,"total_count_rolling":19,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.000025505812625695268,"proportion_ci_upper":0.12230940431991393,"dateTime":"2021-04-27T14:00:00.000Z"},{"date":"2021-04-29","total_count":10,"lineage_count":0,"total_count_rolling":14.5,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00003445267180200587,"proportion_ci_upper":0.16155330451419395,"dateTime":"2021-04-28T14:00:00.000Z"},{"date":"2021-04-30","total_count":4,"lineage_count":0,"total_count_rolling":11,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00004363579814218975,"proportion_ci_upper":0.19999456902620805,"dateTime":"2021-04-29T14:00:00.000Z"},{"date":"2021-05-01","total_count":9,"lineage_count":0,"total_count_rolling":10.5,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00004789043315758197,"proportion_ci_upper":0.21719626750921056,"dateTime":"2021-04-30T14:00:00.000Z"},{"date":"2021-05-02","total_count":4,"lineage_count":0,"total_count_rolling":9.2,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00005306405341849297,"proportion_ci_upper":0.23761009863290297,"dateTime":"2021-05-01T14:00:00.000Z"},{"date":"2021-05-29","total_count":1,"lineage_count":0,"total_count_rolling":1,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-05-28T14:00:00.000Z"},{"date":"2021-05-30","total_count":1,"lineage_count":0,"total_count_rolling":1,"lineage_count_rolling":0,"proportion":0,"proportion_ci_lower":0.00038558098075590136,"proportion_ci_upper":0.8532536836904249,"dateTime":"2021-05-29T14:00:00.000Z"}]	
"B.1.1.7 + S:E484K"	"pangolin_lineage=B.1.1.7&mutations=S:E484K"	"Variant of Concern"	{"pango":"B.1.1.7","muts":["S:E484K"],"loc":[],"selected":"PER"}	[]	
"B.1.351"	"pangolin_lineage=B.1.351"	"Variant of Concern"	{"pango":"B.1.351","selected":"PER","loc":[]}	[]	
"B.1.617.2"	"pangolin_lineage=B.1.617.2"	"Variant of Concern"	{"pango":"B.1.617.2","loc":[],"selected":"PER"}	[]	
